name,short_description,description,type,available_formats,source,coverage_extent,data_download_lvl,statewide_coverage,footprint,download_size,recommended_use,date_created,tags,known_issues,alternative_data,derivative_data,spatial_reference,relationship_tag,category,download,download_link,order,wms_category,wms_link,pop_link,status_map_cartodb_id,agency,agency_web,agency_gis_page,date_added,license,tile_index,supplemental_report
Digital Raster Graphics USGS GeoPDF,US Topo GeoPDF maps are digital topographic maps produced by the National Geospatial Program of the U.S. Geological Survey (USGS).,"US Topo GeoPDF maps are digital topographic maps produced by the National Geospatial Program of the U.S. Geological Survey (USGS). Created in the familiar 7.5-minute quadrangle format like the legacy paper maps, US Topo GeoPDF maps support frequent updating, wide and fast public distribution, and basic, on-screen geographic analysis. Users can turn US Topo data layers on and off as needed, zoom in and out to examine specific features or see a broader area, and print the maps in their entirety or in customized sections on a broad array of printing devices. 

Viewing and analytical tools are available for free download from Adobe and TerraGo Technologies. File size for each US Topo is about 15-20 megabytes. US Topo maps are produced by the USGS National Geospatial Technical Operations Center.",Raster,PDF,USGS,Texas,,,USGS Quadrangle,,Basemap,2012,"Topographic, GeoPDF, DRG, Digital Raster Graphic, Texas, Statewide, Basemap, USGS, National Map, Historical",None,,None,"[EPSG 26913](https://epsg.io/26913), [EPSG 26914](https://epsg.io/26914), [EPSG 26915](https://epsg.io/26915)",,Topographic Map,,,T,,,,d5084e86-dec9-11e4-afda-0e0c41326911,,,,2014-02-01,CC0,,
El Paso 2003 NC,"Natural Color imagery for the City of El Paso, data was collected at a 12 in. resolution in 2003.","Natural Color imagery for the City of El Paso, data was collected at a 12 in. resolution in 2003.",Raster,TIFF,City of El Paso,City of El Paso,,,US National Grid,,Basemap,2003,"El Paso, City, NC, Natural Color, City, Imagery, Orthoimagery, Aerial Photography, Historical","Small Area, No Metadata",,None,[EPSG 26913](https://epsg.io/26913),,Orthoimagery - Regional,,,T,City of El Paso,http://r.tnris.org/arcgis/services/El_Paso/El_Paso_2003_NC/ImageServer/WMSServer,http://r.tnris.org/arcgis/rest/services/El_Paso/El_Paso_2003_NC/ImageServer?f=jsapi,722d6bd0-ded7-11e4-bed0-0e018d66dc29,,,,2014-02-01,CC0,T,
El Paso 2005 NC,"Natural Color imagery for the City of El Paso, data was collected at a 6 in. resolution in 2005.","Natural Color imagery for the City of El Paso, data was collected at a 6 in. resolution in 2005.",Raster,SID,City of El Paso,City of El Paso,,,US National Grid,,Basemap,2005,"El Paso, City, NC, Natural Color, City, Imagery, Orthoimagery, Aerial Photography, Historical","Small Area, No Metadata",,None,[EPSG 26913](https://epsg.io/26913),,Orthoimagery - Regional,,,T,City of El Paso,http://r.tnris.org/arcgis/services/El_Paso/El_Paso_2005_NC/ImageServer/WMSServer,http://r.tnris.org/arcgis/rest/services/El_Paso/El_Paso_2005_NC/ImageServer?f=jsapi,e46e2374-ded7-11e4-8c8c-0e018d66dc29,,,,2014-02-01,CC0,T,
Federal Emergency Management Agency D FIRM,"Maps, Shapefiles and metadata of FEMA's Digital Flood Insurance Rate Maps (DFIRM).","Maps, Shapefiles and metadata of FEMA's Digital Flood Insurance Rate Maps (DFIRM). The DFIRM for many counties in Texas is available.","Vector, Raster","Shapefile, Tiff",FEMA,Coverage limited to mapped counties,,,County,,Basemap,Creation date varies,"Flood, Risk, Boundary, Zone, FEMA, Floodplain, Hazard, NFIP","Only updated with Flood Study, Extremely hard to managed update releases",,None,,,Floodplain,,,T,,,,e3f610a6-f8e9-11e4-8ae2-0e853d047bba,Federal Emergency Management Agency,http://www.fema.gov/,,2014-02-01,CC0,,
Federal Emergency Management Agency Q3,The FEMA Digital Q3 Flood Data were developed by scanning the existing Flood Insurance Rate Map (FIRM) hardcopy and capturing a thematic overlay of flood risks.,"The FEMA Digital Q3 Flood Data were developed by scanning the existing Flood Insurance Rate Map (FIRM) hardcopy and capturing a thematic overlay of flood risks. Digital Q3 Flood Data files contain only certain features from the FIRM hardcopy in effect at the time of scanning and do not replace the existing FIRM hardcopy maps. 

The maps displayed on this site should be considered an advisory tool for general hazard awareness, education, and flood plain management. The flood hazard maps displayed on this site are not the legal document to be used when making a single site flood hazard determination.",Vector,Shapefile,FEMA,Coverage limited to mapped counties,county,,County,,Basemap,1990,"Flood, Risk, Boundary, Zone, FEMA, Floodplain, Hazard, NFIP","Age, Dataset was generated in mid 1980s, Most counties have never been updated. Incomplete fro state of Texas 133 out of 254 counties",,None,[EPSG 4269](https://epsg.io/4269),,Floodplain,T,https://tnris-datadownload.s3.amazonaws.com/d/fema-q3/state/tx/fema-q3-2005_tx.zip,,,,,eed4017c-df94-11e4-bc17-0e018d66dc29,Federal Emergency Management Agency,http://www.fema.gov/,,2014-02-01,CC0,,
FEMA 2006 140cm,This Lidar project is intended to provide high density elevation information of 13 coastal counties of Texas. ,"This Lidar project is intended to provide high density elevation information of 13 coastal counties of Texas. It includes Bare Earth DEM (vegetation removal) and a high density set of mass points within the defined areas. The data sets are suitable for the development of contours for use in hydraulic/hydrologic model development and for assessing environmental impacts. 

Typical uses include FEMA Digital Flood Rate Insurance Map (DFIRM) updates, watershed boundary delineations and other hydro studies per FEMA specifications. County Mapping projects which include several uses such as flood mitigation assessment and mapping projects that include accuracy verification, reporting, and metadata.",Raster,LAS,FEMA,"Orange, Jefferson, Galveston, Brazoria, Matagorda, Jackson, Victoria, Calhoun, Refugio, Aransas, San Patricio, Nueces",,,1/16 USGS Quadrangle,,"Basemap, Research, Analysis",2006,"Orange, Jefferson, Galveston, Brazoria, Matagorda, Jackson, Victoria, Calhoun, Refugio, Aransas, San Patricio, Nueces, Lidar, Point Cloud, LAS, Elevation, Coastal, County, Historical",Some DEMs require DEM to Raster conversion to import into ArcMap software,"1.4M Hydro-Enforced DEM, 3D Breaklines",,"[EPSG 26914](https://epsg.io/26914), [EPSG 26915](https://epsg.io/26915)",,Lidar,,,T,,,,bffd3164-df8c-11e4-bc17-0e018d66dc29,Federal Emergency Management Agency,http://www.fema.gov/,,2014-02-01,CC0,Lidar,T
FEMA 2011 1m Liberty,"Lidar for Liberty County, TX.","This Lidar dataset represents digital elevation information covering riparian zones in Liberty County, TX. The Lidar data was acquired by Fugro EarthData in 2011 using Leica ALS60 Lidar system at a nominal point spacing of 1 meter. The project was funded by FEMA to assist with hydrologic studies and hydraulic analysis to determine the risk of flood hazards.",Raster,LAS,FEMA, Liberty,,,N/A,,"Basemap, Research, Analysis",2011,"Liberty, Lidar, Point Cloud, LAS, Elevation, County, Historical",,3D Breaklines,, [EPSG 26915](https://epsg.io/26915),,Lidar,,,T,,,,38e71b66-df8e-11e4-ac83-0e4fddd5de28,Federal Emergency Management Agency,http://www.fema.gov/,,2014-02-01,CC0,Lidar,T
FEMA 2011 1m Parker,"Lidar for Parker County, TX.","This Lidar dataset represents digital elevation information covering riparian zones in Parker County, TX. The Lidar data was acquired by Fugro EarthData in 2011 using Leica ALS60 Lidar system at a nominal point spacing of 1 meter. The project was funded by FEMA to assist with hydrologic studies and hydraulic analysis to determine the risk of flood hazards.",Raster,LAS,FEMA,Parker,,,N/A,,"Basemap, Research, Analysis",2011,"Parker, Lidar, Point Cloud, LAS, Elevation, County, Historical",None,3D Breaklines,,[EPSG 26914](https://epsg.io/26914),,Lidar,,,T,,,,1348af9a-df8f-11e4-a1c8-0e853d047bba,Federal Emergency Management Agency,http://www.fema.gov/,,2014-02-01,CC0,Lidar,T
"FEMA 2011 61cm Comal, Guadalupe","Lidar for Comal, Guadalupe Counties, TX.","This Lidar dataset represents digital elevation information covering Comal, Guadalupe Counties, TX. The Lidar data was acquired by Fugro EarthData in 2011 using Leica ALS60 Lidar system at a nominal point spacing of 0.61 meters. The project was funded by FEMA to assist with hydrologic studies and hydraulic analysis to determine the risk of flood hazards.",Raster,LAS,FEMA,"Comal, Guadalupe",,,N/A,,"Basemap, Research, Analysis",2011,"Comal, Guadalupe, Lidar, Point Cloud, LAS, Elevation, County, Historical",None,"3M Hydro-Enforced DEM, 3D Breaklines",5ft Contours,[EPSG 26914](https://epsg.io/26914),,Lidar,,,T,,,,a2fd3bfc-df8e-11e4-944b-0e018d66dc29,Federal Emergency Management Agency,http://www.fema.gov/,,2014-02-01,CC0,Lidar,T
FEMA 2013 60cm Middle Brazos-Palo Pinto,"Lidar for the Middle Brazos-Palo Pinto, TX.","The primary purpose of this project was to develop a consistent and accurate surface elevation dataset derived from high-accuracy Light Detection and Ranging (Lidar) technology for the Middle Brazos-Palo Pinto, TX Lidar Project Area. The Lidar data were processed to a bare-earth digital terrain model (DTM). 

Detailed breaklines and bare-earth Digital Elevation Models (DEMs) were produced for the project area. Data were formatted according to tiles with each tile covering an area of 1500m by 1500m. A total of 763 tiles were produced for the project encompassing an area of approximately 638 sq. miles.",Raster,LAS,FEMA,Palo Pinto,,,US National Grid,,"Basemap, Research, Analysis",2013,"Palo Pinto, Lidar, Point Cloud, LAS, Elevation, County, Historical",None,"2M Hydro-Enforced DEM, 3D Breaklines",5ft Contours,[EPSG 26914](https://epsg.io/26914),,Lidar,,,T,,,,68e4f076-df8f-11e4-976b-0e9d821ea90d,Federal Emergency Management Agency,http://www.fema.gov/,,2014-02-01,CC0,Lidar,T
FEMA 2015 70 cm ,Lidar data for the Middle Brazos-Palo Pinto FEMA project area,"The purpose of this LiDAR data was to produce high accuracy 3D elevation products, including tiled LiDAR in LAS 1.2 format, 3D breaklines, and 2 m cell size hydro flattened Digital Elevation. The Atlantic Group provided high accuracy, calibrated multiple return LiDAR for roughly 932 square miles within the Texas counties of Palo Pinto, Stephens, Hood, Johnson, Erath, Eastland, and Somervell. 

The nominal point spacing for this project was no less than 2 points per 1 square meter. RAMPP used proprietary procedures to classify the LAS according to project specifications: 1-Unclassified, 2-Ground, 7-Noise, 9-Water, 10-Ignored Ground, 11-Withheld Points. RAMPP produced 3D breaklines and combined these with the final LiDAR data to produce seamless hydro flattened DEMs for the 1270 tiles (1500 m x 1500 m) that cover the project area.",Raster,LAS,FEMA,"Palo Pinto, Stephens, Hood Johnson, Erath, Eastland and Somervell counties",,,US National Grid,,"Basemap, Research, Analysis",2015,"Palo Pinto, Stephens, Hood Johnson, Erath, Eastland, Somervell, Lidar, Point Cloud, LAS, Elevation, County",None,"2M Hydro-Enforced DEM, 3D Breaklines",5ft Contours,[EPSG 26914](https://epsg.io/26914),,Lidar,,,T,,,,d698a32c-87b6-11e5-9eed-0ecfd53eb7d3,Federal Emergency Management Agency,http://www.fema.gov/,,2015-11-09,CC0,Lidar,T
FEMA National Flood Hazard Layer,The National Flood Hazard Layer (NFHL) data incorporates all Flood Insurance Rate Map (FIRM) databases published by the Federal Emergency Management Agency (FEMA).,"The National Flood Hazard Layer (NFHL) data incorporates all Flood Insurance Rate Map (FIRM) databases published by the Federal Emergency Management Agency (FEMA), and any Letters of Map Revision (LOMRs) that have been issued against those databases since their publication date. It is updated on a monthly basis. The FIRM Database is the digital, geospatial version of the flood hazard information shown on the published paper FIRMs. ",Vector,File Geodatabase,FEMA,Coverage limited to mapped counties,county,,State,,Basemap,2015,"Flood, Risk, Boundary, Zone, FEMA, Floodplain, Hazard, NFIP","Only updated with Flood Study, Extremely hard to managed update releases",,None,[EPSG 4269](https://epsg.io/4269),,Floodplain,,http://tnris-datadownload.s3.amazonaws.com/d/fema-nfhl/state/tx/fema-nfhl_tx.zip,,,,,005138da-3ba1-11e5-8ac1-0e0c41326911,Federal Emergency Management Agency,http://www.fema.gov/,,2015-06-03,CC0,,
Fort Bend 2006 60cm,"Lidar for Fort Bend County, Texas.","Merrick Company was contracted by Michael Baker, Jr., Inc. to provide Lidar and digital aerial photography acquisition accurate to support development of two-foot (2') contours and one-foot (1') pixel resolution color digital orthophotography for Fort Bend County, Texas. 

Deliverable products include; ASCII x,y,z files of surface points and breaklines in ESRI generate format (l.lin, .pnt), final classified Lidar data (LAS format), TIFF and associated world files, DEM surface in binary grid format, and associated project tile layouts. Area of the project spans approximately 915 square miles. Products were delivered in accordance with FEMA Guidelines and Specifications for Flood Hazard Mapping Partners.",Raster,LAS,Fort Bend County,Fort Bend County,,,,,"Basemap, Research, Analysis",2006,"Fort Bend, Lidar, Point Cloud, LAS, Elevation, County, Historical",Data is superseded by TNRIS 2014 Fort Bend Lidar,,Breaklines,[EPSG 2919](https://epsg.io/2919),,Lidar,,,T,,,,b1766d06-4696-11e5-a211-0e853d047bba,,,,2014-02-01,CC0,,T
Geologic Atlas of Texas,Scanned and geo-referenced version of the UT BEG Geologic sheets.,"The Geologic Atlas of Texas (GAT) was created as part of the conversion of the University of Texas, Bureau of Economic Geology Geologic Atlas of Texas map sheets. The information depicted in this map was captured at 1:250,000 scale. These data should not be used for mapping at scales larger than 1:250,000. The raster format is a scanned and geo referenced version of the original Geologic Atlas sheets. ",Raster,"Mr. Sid, JPG",BEG,Texas,quad,,USGS 250k Grid,75MB,General Large scale Geologic information and mapping,1976 2007,"Geology, GAT, Faults",None,GAT,None,[EPSG 4326](https://epsg.io/4326),Geologic Database of Texas,Geology,T,https://tnris-datadownload.s3.amazonaws.com/d/beg-geology-vector/state/tx/beg-geology-vector_tx.zip,,,,,26541058-deda-11e4-b6fb-0e853d047bba,,,,2014-02-01,CC0,T,
Geologic Database of Texas,Vectorized version of the UT BEG Geologic Sheets.,"The Geologic Atlas of Texas (GAT) was created United States Geological Survey (USGS), in cooperation with the Texas Water Development Board (TWDB).",Vector,Geodatabase,BEG,Texas,state,,State,568 MB,General Large scale Geologic information and mapping,1976 2007,"Geology, GAT, Faults",None,GAT,None,[EPSG 2964](https://epsg.io/2964),Geologic Atlas of Texas,Geology,,https://tnris-datadownload.s3.amazonaws.com/d/beg-geology-vector/state/tx/beg-geology-vector_tx.zip,,Geology,http://vector.tnris.org/arcgis/services/Geology/Geologic_Data_of_Texas_250k/MapServer/WMSServer,http://vector.tnris.org/arcgis/rest/services/Geology/Geologic_Data_of_Texas_250k/MapServer?f=jsapi,26541058-deda-11e4-b6fb-0e853d047bba,,,,2014-02-01,CC0,,
